store_name,store_postal,product_name,persona,size_type,description,price_cad,unit,available,price_approximate,collection_date,needs_manual_review
Save-On-Foods Cambie Street Vancouver,V5Z 0A1,Eggs Large,Filipino,bulk,Western Family Large White Eggs 30-pack,10.45,each,True,False,2026-04-26,False
Save-On-Foods Cambie Street Vancouver,V5Z 0A1,Eggs Large,Filipino,small,Western Family Large White Eggs 12-pack,4.29,each,True,False,2026-04-26,False
Save-On-Foods Cambie Street Vancouver,V5Z 0A1,Frozen Tilapia,Filipino,bulk,NOT FOUND – no 2kg,,each,False,False,2026-04-26,False
Save-On-Foods Cambie Street Vancouver,V5Z 0A1,Frozen Tilapia,Filipino,small,Western Family Tilapia Loins 400g,15.99,each,True,False,2026-04-26,False
Save-On-Foods Cambie Street Vancouver,V5Z 0A1,Garlic,Filipino,bulk,Garlic Fresh Mesh Bag 1kg,6.99,each,True,False,2026-04-26,False
Save-On-Foods Cambie Street Vancouver,V5Z 0A1,Garlic,Filipino,small,Garlic Bulb Mesh 3-pack,1.29,each,True,False,2026-04-26,False
Save-On-Foods Cambie Street Vancouver,V5Z 0A1,Jasmine Rice,Filipino,bulk,Geoland Jasmine White Rice 8kg,25.99,each,True,False,2026-04-26,False
Save-On-Foods Cambie Street Vancouver,V5Z 0A1,Jasmine Rice,Filipino,small,Western Family Jasmine Rice 1.81kg,8.99,each,True,False,2026-04-26,False
Save-On-Foods Cambie Street Vancouver,V5Z 0A1,Pork Belly,Filipino,bulk,NOT FOUND – fixed bulk pack,,each,False,False,2026-04-26,False
Save-On-Foods Cambie Street Vancouver,V5Z 0A1,Pork Belly,Filipino,small,SOF Pork Belly Skin On Quarter Cut ~907g (by wt),18.58,each,True,False,2026-04-26,False
Save-On-Foods Cambie Street Vancouver,V5Z 0A1,White Rice,Filipino,bulk,Western Family Long Grain White Rice 8kg,19.79,each,True,False,2026-04-26,False
Save-On-Foods Cambie Street Vancouver,V5Z 0A1,White Rice,Filipino,small,Western Family Long Grain White Rice 1.81kg,6.99,each,True,False,2026-04-26,False
Save-On-Foods Cambie Street Vancouver,V5Z 0A1,Yellow Onions,Filipino,bulk,NOT FOUND – 5kg bag,,each,False,False,2026-04-26,False
Save-On-Foods Cambie Street Vancouver,V5Z 0A1,Yellow Onions,Filipino,small,Yellow Onions Mesh Bag 3lb,3.99,each,True,False,2026-04-26,False
Save-On-Foods Cambie Street Vancouver,V5Z 0A1,Crisco Shortening,Indigenous,bulk,Crisco All-Vegetable Shortening 1.36kg,14.69,each,True,False,2026-04-26,False
Save-On-Foods Cambie Street Vancouver,V5Z 0A1,Crisco Shortening,Indigenous,small,Crisco All-Vegetable Shortening 454g,5.69,each,True,False,2026-04-26,False
Save-On-Foods Cambie Street Vancouver,V5Z 0A1,Eggs Large,Indigenous,bulk,Western Family Large White Eggs 30-pack,10.45,each,True,False,2026-04-26,False
Save-On-Foods Cambie Street Vancouver,V5Z 0A1,Eggs Large,Indigenous,small,Western Family Large White Eggs 12-pack,4.29,each,True,False,2026-04-26,False
Save-On-Foods Cambie Street Vancouver,V5Z 0A1,Gold Seal Pink Salmon Canned,Indigenous,bulk,NOT FOUND – no 6-pack,,each,False,False,2026-04-26,False
Save-On-Foods Cambie Street Vancouver,V5Z 0A1,Gold Seal Pink Salmon Canned,Indigenous,small,Gold Seal Wild Pink Salmon 213g,5.99,each,True,False,2026-04-26,False
Save-On-Foods Cambie Street Vancouver,V5Z 0A1,Homo Milk,Indigenous,bulk,Dairyland 3.25% Milk 4L,6.69,each,True,False,2026-04-26,False
Save-On-Foods Cambie Street Vancouver,V5Z 0A1,Homo Milk,Indigenous,small,Dairyland 3.25% Milk 1L,3.25,each,True,False,2026-04-26,False
Save-On-Foods Cambie Street Vancouver,V5Z 0A1,Quaker Oats,Indigenous,bulk,Quaker Quick Oats 2.25kg,9.99,each,True,False,2026-04-26,False
Save-On-Foods Cambie Street Vancouver,V5Z 0A1,Quaker Oats,Indigenous,small,Quaker Quick Oats 1kg,6.99,each,True,False,2026-04-26,False
Save-On-Foods Cambie Street Vancouver,V5Z 0A1,Robin Hood All Purpose Flour,Indigenous,bulk,Robin Hood AP Flour Original 10kg,15.99,each,True,False,2026-04-26,False
Save-On-Foods Cambie Street Vancouver,V5Z 0A1,Robin Hood All Purpose Flour,Indigenous,small,Robin Hood AP Flour Original 1kg,4.99,each,True,False,2026-04-26,False
Save-On-Foods Cambie Street Vancouver,V5Z 0A1,Russet Potatoes,Indigenous,bulk,Russet Potatoes 10lb bag,8.99,each,True,False,2026-04-26,False
Save-On-Foods Cambie Street Vancouver,V5Z 0A1,Russet Potatoes,Indigenous,small,Russet Potatoes 5lb bag,6.99,each,True,False,2026-04-26,False
Save-On-Foods Cambie Street Vancouver,V5Z 0A1,Bean Sprouts,Korean,bulk,NOT FOUND – no 1kg,,each,False,False,2026-04-26,False
Save-On-Foods Cambie Street Vancouver,V5Z 0A1,Bean Sprouts,Korean,small,Zimmerman Farm Bean Sprouts 227g,2.99,each,True,False,2026-04-26,False
Save-On-Foods Cambie Street Vancouver,V5Z 0A1,Eggs Large,Korean,bulk,Western Family Large White Eggs 30-pack,10.45,each,True,False,2026-04-26,False
Save-On-Foods Cambie Street Vancouver,V5Z 0A1,Eggs Large,Korean,small,Western Family Large White Eggs 12-pack,4.29,each,True,False,2026-04-26,False
Save-On-Foods Cambie Street Vancouver,V5Z 0A1,Firm Tofu,Korean,bulk,NOT FOUND – no 2-pack,,each,False,False,2026-04-26,False
Save-On-Foods Cambie Street Vancouver,V5Z 0A1,Firm Tofu,Korean,small,Sunrise Firm Tofu 500g,3.99,each,True,False,2026-04-26,False
Save-On-Foods Cambie Street Vancouver,V5Z 0A1,Frozen Mackerel Fillets,Korean,bulk,NOT FOUND,,each,False,False,2026-04-26,False
Save-On-Foods Cambie Street Vancouver,V5Z 0A1,Frozen Mackerel Fillets,Korean,small,NOT FOUND,,each,False,False,2026-04-26,False
Save-On-Foods Cambie Street Vancouver,V5Z 0A1,Gochujang,Korean,bulk,NOT FOUND,,each,False,False,2026-04-26,False
Save-On-Foods Cambie Street Vancouver,V5Z 0A1,Gochujang,Korean,small,NOT FOUND,,each,False,False,2026-04-26,False
Save-On-Foods Cambie Street Vancouver,V5Z 0A1,Kimchi,Korean,bulk,Hankook Kimchi 900g,15.49,each,True,False,2026-04-26,False
Save-On-Foods Cambie Street Vancouver,V5Z 0A1,Kimchi,Korean,small,Hankook Kimchi 450g,8.99,each,True,False,2026-04-26,False
Save-On-Foods Cambie Street Vancouver,V5Z 0A1,Lean Ground Beef,Korean,bulk,WC Lean Ground Beef Fine Grind ~1.36kg (by wt),25.46,each,True,False,2026-04-26,False
Save-On-Foods Cambie Street Vancouver,V5Z 0A1,Lean Ground Beef,Korean,small,WC Lean Ground Beef 454g,9.5,each,True,False,2026-04-26,False
Save-On-Foods Cambie Street Vancouver,V5Z 0A1,Sesame Oil,Korean,bulk,Maison Orphee Sesame Oil 500ml,19.49,each,True,False,2026-04-26,False
Save-On-Foods Cambie Street Vancouver,V5Z 0A1,Sesame Oil,Korean,small,Oi Toasted Sesame Oil 250ml,4.99,each,True,False,2026-04-26,False
Save-On-Foods Cambie Street Vancouver,V5Z 0A1,Short Grain Rice,Korean,bulk,Kokuho Rose California Supreme Rice 10kg,49.99,each,True,False,2026-04-26,False
Save-On-Foods Cambie Street Vancouver,V5Z 0A1,Short Grain Rice,Korean,small,Kokuho Rose California Supreme Rice 2kg,14.99,each,True,False,2026-04-26,False
Save-On-Foods Cambie Street Vancouver,V5Z 0A1,Canola Oil,Others,bulk,Western Family Pure Canola Oil 3L,12.99,each,True,False,2026-04-26,False
Save-On-Foods Cambie Street Vancouver,V5Z 0A1,Canola Oil,Others,small,Western Family Pure Canola Oil 946ml,6.49,each,True,False,2026-04-26,False
Save-On-Foods Cambie Street Vancouver,V5Z 0A1,Carrots,Others,bulk,Carrots Orange 5lb,6.99,each,True,False,2026-04-26,False
Save-On-Foods Cambie Street Vancouver,V5Z 0A1,Carrots,Others,small,Carrots Cello Bag 3lb,4.99,each,True,False,2026-04-26,False
Save-On-Foods Cambie Street Vancouver,V5Z 0A1,Diced Canned Tomatoes,Others,bulk,Aylmer Diced Tomatoes 8-pack,21.99,each,True,False,2026-04-26,False
Save-On-Foods Cambie Street Vancouver,V5Z 0A1,Diced Canned Tomatoes,Others,small,Western Family Diced Tomatoes 796ml,2.69,each,True,False,2026-04-26,False
Save-On-Foods Cambie Street Vancouver,V5Z 0A1,Eggs Large,Others,bulk,Western Family Large White Eggs 30-pack,10.45,each,True,False,2026-04-26,False
Save-On-Foods Cambie Street Vancouver,V5Z 0A1,Eggs Large,Others,small,Western Family Large White Eggs 12-pack,4.29,each,True,False,2026-04-26,False
Save-On-Foods Cambie Street Vancouver,V5Z 0A1,Homo Milk,Others,bulk,Dairyland 3.25% Milk 4L,6.69,each,True,False,2026-04-26,False
Save-On-Foods Cambie Street Vancouver,V5Z 0A1,Homo Milk,Others,small,Dairyland 3.25% Milk 1L,3.25,each,True,False,2026-04-26,False
Save-On-Foods Cambie Street Vancouver,V5Z 0A1,Lean Ground Beef,Others,bulk,WC Lean Ground Beef Fine Grind ~1.36kg (by wt),25.46,each,True,False,2026-04-26,False
Save-On-Foods Cambie Street Vancouver,V5Z 0A1,Lean Ground Beef,Others,small,WC Lean Ground Beef 454g,9.5,each,True,False,2026-04-26,False
Save-On-Foods Cambie Street Vancouver,V5Z 0A1,Russet Potatoes,Others,bulk,Russet Potatoes 10lb bag,8.99,each,True,False,2026-04-26,False
Save-On-Foods Cambie Street Vancouver,V5Z 0A1,Russet Potatoes,Others,small,Russet Potatoes 5lb bag,6.99,each,True,False,2026-04-26,False
Save-On-Foods Cambie Street Vancouver,V5Z 0A1,White Rice,Others,bulk,Western Family Long Grain White Rice 8kg,19.79,each,True,False,2026-04-26,False
Save-On-Foods Cambie Street Vancouver,V5Z 0A1,White Rice,Others,small,Western Family Long Grain White Rice 1.81kg,6.99,each,True,False,2026-04-26,False
Save-On-Foods Cambie Street Vancouver,V5Z 0A1,Whole Wheat Bread,Others,bulk,NOT FOUND – no 2-loaf pack,,each,False,False,2026-04-26,False
Save-On-Foods Cambie Street Vancouver,V5Z 0A1,Whole Wheat Bread,Others,small,Western Family Whole Wheat Bread 570g,2.99,each,True,False,2026-04-26,False
Save-On-Foods Cambie Street Vancouver,V5Z 0A1,Balkan Yogurt,South Asian,bulk,Olympic Organic Plain Yogurt 1.75kg,11.49,each,True,False,2026-04-26,False
Save-On-Foods Cambie Street Vancouver,V5Z 0A1,Balkan Yogurt,South Asian,small,Olympic Organic Plain Yogurt 650g,4.69,each,True,False,2026-04-26,False
Save-On-Foods Cambie Street Vancouver,V5Z 0A1,Basmati Rice,South Asian,bulk,Tilda Pure Basmati Rice 4.54kg,22.99,each,True,False,2026-04-26,False
Save-On-Foods Cambie Street Vancouver,V5Z 0A1,Basmati Rice,South Asian,small,Western Family White Basmati Rice 2kg,11.69,each,True,False,2026-04-26,False
Save-On-Foods Cambie Street Vancouver,V5Z 0A1,Canola Oil,South Asian,bulk,Western Family Pure Canola Oil 3L,12.99,each,True,False,2026-04-26,False
Save-On-Foods Cambie Street Vancouver,V5Z 0A1,Canola Oil,South Asian,small,Western Family Pure Canola Oil 946ml,6.49,each,True,False,2026-04-26,False
Save-On-Foods Cambie Street Vancouver,V5Z 0A1,Chicken Thighs,South Asian,bulk,WF Boneless Skinless Chicken Thighs 3kg,38.49,each,True,False,2026-04-26,False
Save-On-Foods Cambie Street Vancouver,V5Z 0A1,Chicken Thighs,South Asian,small,SOF Chicken Thighs Boneless Skinless ~750g,11.56,each,True,False,2026-04-26,False
Save-On-Foods Cambie Street Vancouver,V5Z 0A1,Diced Canned Tomatoes,South Asian,bulk,Aylmer Diced Tomatoes 8-pack,21.99,each,True,False,2026-04-26,False
Save-On-Foods Cambie Street Vancouver,V5Z 0A1,Diced Canned Tomatoes,South Asian,small,Western Family Diced Tomatoes 796ml,2.69,each,True,False,2026-04-26,False
Save-On-Foods Cambie Street Vancouver,V5Z 0A1,Garlic,South Asian,bulk,Garlic Fresh Mesh Bag 1kg,6.99,each,True,False,2026-04-26,False
Save-On-Foods Cambie Street Vancouver,V5Z 0A1,Garlic,South Asian,small,Garlic Bulb Mesh 3-pack,1.29,each,True,False,2026-04-26,False
Save-On-Foods Cambie Street Vancouver,V5Z 0A1,Greek Yogurt,South Asian,bulk,OIKOS Greek Yogurt Plain 1.5kg,12.99,each,True,False,2026-04-26,False
Save-On-Foods Cambie Street Vancouver,V5Z 0A1,Greek Yogurt,South Asian,small,Western Family Greek Style Yogurt 500g,5.29,each,True,False,2026-04-26,False
Save-On-Foods Cambie Street Vancouver,V5Z 0A1,Homo Milk,South Asian,bulk,Dairyland 3.25% Milk 4L,6.69,each,True,False,2026-04-26,False
Save-On-Foods Cambie Street Vancouver,V5Z 0A1,Homo Milk,South Asian,small,Dairyland 3.25% Milk 1L,3.25,each,True,False,2026-04-26,False
Save-On-Foods Cambie Street Vancouver,V5Z 0A1,Roma Tomatoes,South Asian,bulk,Windset Farms Roma Tomatoes 3lb,7.99,each,True,False,2026-04-26,False
Save-On-Foods Cambie Street Vancouver,V5Z 0A1,Roma Tomatoes,South Asian,small,Roma Tomatoes Fresh (per ea),0.89,each,True,False,2026-04-26,False
Save-On-Foods Cambie Street Vancouver,V5Z 0A1,Toor Dal,South Asian,bulk,NOT FOUND – bulk,,each,False,False,2026-04-26,False
Save-On-Foods Cambie Street Vancouver,V5Z 0A1,Toor Dal,South Asian,small,Sundar Toor Dal 2lb (907g),5.99,each,True,False,2026-04-26,False
Save-On-Foods Cambie Street Vancouver,V5Z 0A1,Whole Wheat Atta,South Asian,bulk,Sher Fibr Wala WW Atta 9.07kg,20.99,each,True,False,2026-04-26,False
Save-On-Foods Cambie Street Vancouver,V5Z 0A1,Whole Wheat Atta,South Asian,small,Sher Durum Atta 20lb (~9kg) [smallest],19.49,each,True,False,2026-04-26,False
Save-On-Foods Cambie Street Vancouver,V5Z 0A1,Yellow Onions,South Asian,bulk,NOT FOUND – 5kg bag,,each,False,False,2026-04-26,False
Save-On-Foods Cambie Street Vancouver,V5Z 0A1,Yellow Onions,South Asian,small,Yellow Onions Mesh Bag 3lb,3.99,each,True,False,2026-04-26,False
Save-On-Foods Coquitlam,V3K 6Y3,Bok Choy,Chinese,bulk,Bok Choy Fresh 1400g per kg,5.5,per_kg,True,False,2026-05-03,False
Save-On-Foods Coquitlam,V3K 6Y3,Bok Choy,Chinese,small,YU Baby Bok Choy Fresh Bunch 454g per kg,8.8,per_kg,True,False,2026-05-03,False
Save-On-Foods Coquitlam,V3K 6Y3,Eggs Large,Chinese,bulk,Western Family Large White Eggs 18 Each,7.35,each,True,False,2026-05-03,False
Save-On-Foods Coquitlam,V3K 6Y3,Eggs Large,Chinese,small,Western Family Large White Eggs 12 Each,4.29,each,True,False,2026-05-03,False
Save-On-Foods Coquitlam,V3K 6Y3,Firm Tofu,Chinese,bulk,Sunrise Traditional Tofu 700g,3.59,each,True,True,2026-05-03,False
Save-On-Foods Coquitlam,V3K 6Y3,Firm Tofu,Chinese,small,Sunrise Tofu Extra Firm 350 Gram,3.49,each,True,False,2026-05-03,False
Save-On-Foods Coquitlam,V3K 6Y3,Green Onions,Chinese,bulk,Green Onions 3-bunch pack NOT FOUND,,each,False,False,2026-05-03,False
Save-On-Foods Coquitlam,V3K 6Y3,Green Onions,Chinese,small,Green Onions Scallions Bunch Fresh 1 Each,2.69,each,True,False,2026-05-03,False
Save-On-Foods Coquitlam,V3K 6Y3,Jasmine Rice,Chinese,bulk,Geoland Jasmine White Scented Rice 8 Kilogram,23.99,each,True,True,2026-05-03,False
Save-On-Foods Coquitlam,V3K 6Y3,Jasmine Rice,Chinese,small,Texana Thai Jasmine Rice 2 Kilogram,9.49,each,True,False,2026-05-03,False
Save-On-Foods Coquitlam,V3K 6Y3,Kikkoman Soy Sauce,Chinese,bulk,KIKKOMAN Soy Sauce 1.2 Litre,14.49,each,True,True,2026-05-03,False
Save-On-Foods Coquitlam,V3K 6Y3,Kikkoman Soy Sauce,Chinese,small,KIKKOMAN Soy Sauce 296 Millilitre,6.89,each,True,False,2026-05-03,False
Save-On-Foods Coquitlam,V3K 6Y3,Napa Cabbage,Chinese,bulk,Napa Cabbage 3kg bag NOT FOUND,,each,False,False,2026-05-03,False
Save-On-Foods Coquitlam,V3K 6Y3,Napa Cabbage,Chinese,small,Cabbage Sui Choy Fresh per kg,5.9,per_kg,True,False,2026-05-03,False
Save-On-Foods Coquitlam,V3K 6Y3,Pork Shoulder,Chinese,bulk,Western Canadian Pork Roast Shoulder Blade per kg,19.8,per_kg,True,False,2026-05-03,False
Save-On-Foods Coquitlam,V3K 6Y3,Pork Shoulder,Chinese,small,Pork Shoulder Blade Thin Cut per kg,24.2,per_kg,True,False,2026-05-03,False
Save-On-Foods Coquitlam,V3K 6Y3,Sesame Oil,Chinese,bulk,Maison Orphee Sesame Oil 500ml,19.49,each,True,True,2026-05-03,False
Save-On-Foods Coquitlam,V3K 6Y3,Sesame Oil,Chinese,small,Kadoya Pure Sesame Oil 327 Millilitre,9.69,each,True,False,2026-05-03,False
Save-On-Foods Coquitlam,V3K 6Y3,Silk Soy Milk,Chinese,bulk,Silk Soy Protein Milk Original 1.89 Litre,5.29,each,True,False,2026-05-03,False
Save-On-Foods Coquitlam,V3K 6Y3,Silk Soy Milk,Chinese,small,Silk Soy Beverage Original 946 Millilitre,3.29,each,True,False,2026-05-03,False
Save-On-Foods Coquitlam,V3K 6Y3,Carrots,European,bulk,Carrots Orange 5lb Cello,7.49,each,True,False,2026-05-03,False
Save-On-Foods Coquitlam,V3K 6Y3,Carrots,European,small,Carrots Cello Bag 3lb,4.99,each,True,False,2026-05-03,False
Save-On-Foods Coquitlam,V3K 6Y3,Cheddar Cheese,European,bulk,Value Priced Old Cheddar Block 820 Gram,14.99,each,True,True,2026-05-03,False
Save-On-Foods Coquitlam,V3K 6Y3,Cheddar Cheese,European,small,Western Family Old Cheddar Cheese 400 Gram,8.29,each,True,False,2026-05-03,False
Save-On-Foods Coquitlam,V3K 6Y3,Dempsters Whole Wheat Bread,European,bulk,Dempsters 2-loaf pack NOT FOUND,,each,False,False,2026-05-03,False
Save-On-Foods Coquitlam,V3K 6Y3,Dempsters Whole Wheat Bread,European,small,Dempsters 100% Whole Wheat Bread 675 Gram,4.79,each,True,False,2026-05-03,False
Save-On-Foods Coquitlam,V3K 6Y3,Diced Canned Tomatoes,European,bulk,Aylmer Diced Tomatoes 8 Each,15.49,each,True,True,2026-05-03,False
Save-On-Foods Coquitlam,V3K 6Y3,Diced Canned Tomatoes,European,small,Western Family Diced Tomatoes In Juice 796 Millilitre,2.69,each,True,False,2026-05-03,False
Save-On-Foods Coquitlam,V3K 6Y3,Eggs Large,European,bulk,Western Family Large White Eggs 18 Each,7.35,each,True,False,2026-05-03,False
Save-On-Foods Coquitlam,V3K 6Y3,Eggs Large,European,small,Western Family Large White Eggs 12 Each,4.29,each,True,False,2026-05-03,False
Save-On-Foods Coquitlam,V3K 6Y3,Greek Yogurt,European,bulk,Olympic Greek Plain Yogurt 2% 1.75 Kilogram,12.29,each,True,False,2026-05-03,False
Save-On-Foods Coquitlam,V3K 6Y3,Greek Yogurt,European,small,Western Family Greek Style Yogurt 500 Gram,5.29,each,True,False,2026-05-03,False
Save-On-Foods Coquitlam,V3K 6Y3,Lean Ground Beef,European,bulk,Western Canadian Lean Ground Beef 1.36kg per kg,18.7,per_kg,True,False,2026-05-03,False
Save-On-Foods Coquitlam,V3K 6Y3,Lean Ground Beef,European,small,Western Canadian Lean Ground Beef 454 Gram,9.5,each,True,False,2026-05-03,False
Save-On-Foods Coquitlam,V3K 6Y3,Olive Oil,European,bulk,Western Family Extra Virgin Olive Oil 1 Litre,16.99,each,True,True,2026-05-03,False
Save-On-Foods Coquitlam,V3K 6Y3,Olive Oil,European,small,Western Family Extra Virgin Olive Oil 500 Millilitre,11.99,each,True,False,2026-05-03,False
Save-On-Foods Coquitlam,V3K 6Y3,Russet Potatoes,European,bulk,Potatoes Russet 10lb Bag,6.99,each,True,False,2026-05-03,False
Save-On-Foods Coquitlam,V3K 6Y3,Russet Potatoes,European,small,Potatoes Russet 5lb Bag,6.99,each,True,False,2026-05-03,False
Save-On-Foods Coquitlam,V3K 6Y3,Whole Milk,European,bulk,Dairyland 3.25% Milk 4 Litre,6.69,each,True,False,2026-05-03,False
Save-On-Foods Coquitlam,V3K 6Y3,Whole Milk,European,small,Dairyland 3.25% Milk 1 Litre,3.25,each,True,False,2026-05-03,False
Save-On-Foods Coquitlam,V3K 6Y3,Aroy-D Coconut Milk,Filipino,bulk,Aroy-D Coconut Milk 6-pack NOT FOUND,,each,False,False,2026-05-03,False
Save-On-Foods Coquitlam,V3K 6Y3,Aroy-D Coconut Milk,Filipino,small,Aroy-D Coconut Milk 400 Millilitre,3.49,each,True,False,2026-05-03,False
Save-On-Foods Coquitlam,V3K 6Y3,Cane Vinegar,Filipino,bulk,Cane Vinegar 1L UFC no larger size,5.99,each,True,True,2026-05-03,False
Save-On-Foods Coquitlam,V3K 6Y3,Cane Vinegar,Filipino,small,UFC Sarap-asim Vinegar 1 Litre,5.99,each,True,True,2026-05-03,False
Save-On-Foods Coquitlam,V3K 6Y3,Eggplant,Filipino,bulk,Eggplant 2kg per kg,6.6,per_kg,True,True,2026-05-03,False
Save-On-Foods Coquitlam,V3K 6Y3,Eggplant,Filipino,small,Eggplant Long Fresh per kg,6.6,per_kg,True,False,2026-05-03,False
Save-On-Foods Coquitlam,V3K 6Y3,Eggs Large,Filipino,bulk,Western Family Large White Eggs 18 Each,7.35,each,True,False,2026-05-03,False
Save-On-Foods Coquitlam,V3K 6Y3,Eggs Large,Filipino,small,Western Family Large White Eggs 12 Each,4.29,each,True,False,2026-05-03,False
Save-On-Foods Coquitlam,V3K 6Y3,Fish Sauce,Filipino,bulk,Marca Pina Patis Fish Sauce 1000 Millilitre,4.29,each,True,True,2026-05-03,False
Save-On-Foods Coquitlam,V3K 6Y3,Fish Sauce,Filipino,small,Squid Fish Sauce 300 Millilitre,2.69,each,True,False,2026-05-03,False
Save-On-Foods Coquitlam,V3K 6Y3,Frozen Tilapia,Filipino,bulk,Frozen Tilapia 2kg NOT FOUND,,each,False,False,2026-05-03,False
Save-On-Foods Coquitlam,V3K 6Y3,Frozen Tilapia,Filipino,small,High Liner Pan Sear Tilapia 540 Gram,10.5,each,True,False,2026-05-03,False
Save-On-Foods Coquitlam,V3K 6Y3,Garlic,Filipino,bulk,Garlic Fresh Mesh Bag 1 Kilogram,6.99,each,True,False,2026-05-03,False
Save-On-Foods Coquitlam,V3K 6Y3,Garlic,Filipino,small,Garlic Bulb Mesh 3 Each,0.99,each,True,False,2026-05-03,False
Save-On-Foods Coquitlam,V3K 6Y3,Pork Belly,Filipino,bulk,Pork Belly 3kg per kg,20.5,per_kg,True,True,2026-05-03,False
Save-On-Foods Coquitlam,V3K 6Y3,Pork Belly,Filipino,small,Save-On-Foods Pork Belly Skin On per kg,20.5,per_kg,True,False,2026-05-03,False
Save-On-Foods Coquitlam,V3K 6Y3,White Long Grain Rice,Filipino,bulk,Western Family Long Grain White Rice 8 Kilogram,19.79,each,True,True,2026-05-03,False
Save-On-Foods Coquitlam,V3K 6Y3,White Long Grain Rice,Filipino,small,Western Family Long Grain White Rice 1.81 Kilogram,6.99,each,True,False,2026-05-03,False
Save-On-Foods Coquitlam,V3K 6Y3,Yellow Onions,Filipino,bulk,Yellow Onions 5kg bag NOT FOUND,,each,False,False,2026-05-03,False
Save-On-Foods Coquitlam,V3K 6Y3,Yellow Onions,Filipino,small,Onions Yellow Mesh Bagged 3lb,4.99,each,True,True,2026-05-03,False
Save-On-Foods Coquitlam,V3K 6Y3,Bison Ground Meat,Indigenous,bulk,Bison Ground Meat largest NOT FOUND,,each,False,False,2026-05-03,False
Save-On-Foods Coquitlam,V3K 6Y3,Bison Ground Meat,Indigenous,small,Bison Ground Meat 400g NOT FOUND,,each,False,False,2026-05-03,False
Save-On-Foods Coquitlam,V3K 6Y3,Crisco Shortening,Indigenous,bulk,Crisco Shortening All-Vegetable 1.36 Kilogram,14.69,each,True,False,2026-05-03,False
Save-On-Foods Coquitlam,V3K 6Y3,Crisco Shortening,Indigenous,small,Crisco Shortening All-Vegetable 454 Gram,4.49,each,True,False,2026-05-03,False
Save-On-Foods Coquitlam,V3K 6Y3,Eggs Large,Indigenous,bulk,Western Family Large White Eggs 18 Each,7.35,each,True,False,2026-05-03,False
Save-On-Foods Coquitlam,V3K 6Y3,Eggs Large,Indigenous,small,Western Family Large White Eggs 12 Each,4.29,each,True,False,2026-05-03,False
Save-On-Foods Coquitlam,V3K 6Y3,Frozen Wild Blueberries,Indigenous,bulk,Western Family Cultivated Blueberries 1.5 Kilogram,9.99,each,True,True,2026-05-03,False
Save-On-Foods Coquitlam,V3K 6Y3,Frozen Wild Blueberries,Indigenous,small,Western Family Cultivated Blueberries 600 Gram,5.49,each,True,True,2026-05-03,False
Save-On-Foods Coquitlam,V3K 6Y3,Gold Seal Pink Salmon,Indigenous,bulk,Gold Seal Pink Salmon 6-pack NOT FOUND,,each,False,False,2026-05-03,False
Save-On-Foods Coquitlam,V3K 6Y3,Gold Seal Pink Salmon,Indigenous,small,Gold Seal Wild Pink Salmon 213 Gram,5.99,each,True,False,2026-05-03,False
Save-On-Foods Coquitlam,V3K 6Y3,Pinto Beans Canned,Indigenous,bulk,Pinto Beans 6-pack NOT FOUND,,each,False,False,2026-05-03,False
Save-On-Foods Coquitlam,V3K 6Y3,Pinto Beans Canned,Indigenous,small,Western Family Pinto Beans 540 Millilitre,2.29,each,True,False,2026-05-03,False
Save-On-Foods Coquitlam,V3K 6Y3,Quaker Oats,Indigenous,bulk,Quaker Quick Oats 2.25 Kilogram,7.29,each,True,False,2026-05-03,False
Save-On-Foods Coquitlam,V3K 6Y3,Quaker Oats,Indigenous,small,Quaker Quick Oats 1 Kilogram,6.99,each,True,False,2026-05-03,False
Save-On-Foods Coquitlam,V3K 6Y3,Robin Hood All Purpose Flour,Indigenous,bulk,Robin Hood All Purpose Flour 10 Kilogram,14.99,each,True,False,2026-05-03,False
Save-On-Foods Coquitlam,V3K 6Y3,Robin Hood All Purpose Flour,Indigenous,small,Robin Hood All Purpose Flour 5 Kilogram,16.99,each,True,True,2026-05-03,False
Save-On-Foods Coquitlam,V3K 6Y3,Russet Potatoes,Indigenous,bulk,Potatoes Russet 10lb Bag,6.99,each,True,False,2026-05-03,False
Save-On-Foods Coquitlam,V3K 6Y3,Russet Potatoes,Indigenous,small,Potatoes Russet 5lb Bag,6.99,each,True,True,2026-05-03,False
Save-On-Foods Coquitlam,V3K 6Y3,Whole Milk,Indigenous,bulk,Dairyland 3.25% Milk 4 Litre,6.69,each,True,False,2026-05-03,False
Save-On-Foods Coquitlam,V3K 6Y3,Whole Milk,Indigenous,small,Dairyland 3.25% Milk 1 Litre,3.25,each,True,False,2026-05-03,False
Save-On-Foods Coquitlam,V3K 6Y3,Bean Sprouts,Korean,bulk,Bean Sprouts 1kg NOT FOUND,,each,False,False,2026-05-03,False
Save-On-Foods Coquitlam,V3K 6Y3,Bean Sprouts,Korean,small,Zimmerman Farm Bean Sprouts 227 Gram,2.99,each,True,False,2026-05-03,False
Save-On-Foods Coquitlam,V3K 6Y3,CJ Gochujang,Korean,bulk,Gochujang 1kg NOT FOUND,,each,False,False,2026-05-03,False
Save-On-Foods Coquitlam,V3K 6Y3,CJ Gochujang,Korean,small,ofood Gochu Jang 215 Gram,8.49,each,True,True,2026-05-03,False
